session_id,cluster
322d6fa8-6c0b-448f-a458-072c48f14376,2
3262a046-7b52-4f20-b559-da6854da87ee,2
326f6227-755a-4945-aba1-dea75fafe525,0
3283f234-ea3e-4883-b18d-6265e7ea299c,0
328575e8-d011-45ea-bba2-37edc2e1f136,1
3285e6b6-19f4-48f5-b355-cd4ed8d34aee,0
32aab7f7-a7cc-4c2b-9727-93b995ee4b07,0
32ec7bfd-f5b6-48e0-afbc-1b20f9e814ef,0
33014a4e-0cd0-43da-9a23-9de02a783e9c,0
330c631f-ca64-411f-b6b3-09e0a5df285e,0
3314624d-bc00-488e-b73b-f76f479e73a5,2
3318effa-5b06-46db-b4f5-bed3c636a41a,0
3339e5b7-86e9-4eb1-9372-9a1623247032,2
333c1d2f-d8ec-4a15-9b79-c6bd1b199eee,0
3346b282-6d7d-4098-889e-f3a223893e9f,0
334d05f7-2727-4e0d-adbc-8989d0aaa709,0
33717f5f-6c00-4209-8713-95d3b468f838,1
337eb084-6f1e-4279-810e-fa70c39c9e2d,2
338c1b74-71db-4005-b19c-1542a56d5936,0
344beadb-18ed-4e6e-9aa2-c0aeae8b6d79,2
